Zipcode,State,LocationType,Lat,Long
33709,FL,PRIMARY,27.75,-82.64
33710,FL,PRIMARY,27.75,-82.64
33711,FL,PRIMARY,27.75,-82.64
33712,FL,PRIMARY,27.75,-82.64
33713,FL,PRIMARY,27.75,-82.64
33714,FL,PRIMARY,27.75,-82.64
33715,FL,PRIMARY,27.75,-82.64
33716,FL,PRIMARY,27.75,-82.64
33729,FL,PRIMARY,27.75,-82.64
33730,FL,PRIMARY,27.75,-82.64
33731,FL,PRIMARY,27.75,-82.64
33732,FL,PRIMARY,27.75,-82.64
33733,FL,PRIMARY,27.75,-82.64
33734,FL,PRIMARY,27.75,-82.64
33736,FL,PRIMARY,27.75,-82.64
33737,FL,PRIMARY,27.75,-82.64
33738,FL,PRIMARY,27.75,-82.64
33740,FL,PRIMARY,27.75,-82.64
33741,FL,PRIMARY,27.75,-82.64
33742,FL,PRIMARY,27.75,-82.64
33743,FL,PRIMARY,27.75,-82.64
33747,FL,PRIMARY,27.75,-82.64
33784,FL,PRIMARY,27.75,-82.64
33576,FL,PRIMARY,28.33,-82.27
32771,FL,PRIMARY,28.78,-81.27
32772,FL,PRIMARY,28.78,-81.27
32773,FL,PRIMARY,28.78,-81.27
33957,FL,PRIMARY,26.44,-82.1
32187,FL,PRIMARY,29.6,-81.58
34230,FL,PRIMARY,27.33,-82.54
34231,FL,PRIMARY,27.33,-82.54
34232,FL,PRIMARY,27.33,-82.54
34233,FL,PRIMARY,27.33,-82.54
34234,FL,PRIMARY,27.33,-82.54
34235,FL,PRIMARY,27.33,-82.54
34236,FL,PRIMARY,27.33,-82.54
34237,FL,PRIMARY,27.33,-82.54
34238,FL,PRIMARY,27.33,-82.54
34239,FL,PRIMARY,27.33,-82.54
34240,FL,PRIMARY,27.33,-82.54
34241,FL,PRIMARY,27.33,-82.54
34242,FL,PRIMARY,27.33,-82.54
34243,FL,PRIMARY,27.33,-82.54
34276,FL,PRIMARY,27.33,-82.54
34277,FL,PRIMARY,27.33,-82.54
34278,FL,PRIMARY,27.33,-82.54
32189,FL,PRIMARY,29.55,-81.65
32775,FL,PRIMARY,28.76,-80.87
32958,FL,PRIMARY,27.78,-80.48
32976,FL,PRIMARY,27.78,-80.48
32978,FL,PRIMARY,27.78,-80.48
33870,FL,PRIMARY,27.49,-81.45
33871,FL,PRIMARY,27.49,-81.45
33872,FL,PRIMARY,27.49,-81.45
33875,FL,PRIMARY,27.41,-81.48
33876,FL,PRIMARY,27.42,-81.34
33583,FL,PRIMARY,27.99,-82.27
33584,FL,PRIMARY,27.99,-82.27
32190,FL,PRIMARY,29.31,-81.49
32959,FL,PRIMARY,28.43,-80.76
32776,FL,PRIMARY,28.81,-81.49
32192,FL,PRIMARY,29.33,-82.11
33585,FL,PRIMARY,28.73,-82.01
33586,FL,PRIMARY,27.68,-82.47
33587,FL,PRIMARY,27.9,-82.24
34270,FL,PRIMARY,27.44,-82.51
33601,FL,PRIMARY,27.95,-82.48
33602,FL,PRIMARY,27.95,-82.48
33603,FL,PRIMARY,27.95,-82.48
33604,FL,PRIMARY,27.95,-82.48
33605,FL,PRIMARY,27.95,-82.48
33606,FL,PRIMARY,27.95,-82.48
33607,FL,PRIMARY,27.95,-82.48
33608,FL,PRIMARY,27.95,-82.48
33609,FL,PRIMARY,27.95,-82.48
33610,FL,PRIMARY,27.95,-82.48
33611,FL,PRIMARY,27.95,-82.48
33612,FL,PRIMARY,27.95,-82.48
33613,FL,PRIMARY,27.95,-82.48
33614,FL,PRIMARY,27.95,-82.48
33615,FL,PRIMARY,27.95,-82.48
33616,FL,PRIMARY,27.95,-82.48
33617,FL,PRIMARY,27.95,-82.48
33618,FL,PRIMARY,27.95,-82.48
33619,FL,PRIMARY,27.95,-82.48
33620,FL,PRIMARY,27.95,-82.48
33621,FL,PRIMARY,27.95,-82.48
33622,FL,PRIMARY,27.95,-82.48
33623,FL,PRIMARY,27.95,-82.48
33624,FL,PRIMARY,27.95,-82.48
33625,FL,PRIMARY,27.95,-82.48
33626,FL,PRIMARY,27.95,-82.48
33629,FL,PRIMARY,27.95,-82.48
33630,FL,PRIMARY,27.95,-82.48
33631,FL,PRIMARY,27.95,-82.48
33633,FL,PRIMARY,27.95,-82.48
33634,FL,PRIMARY,27.95,-82.48
33635,FL,PRIMARY,27.95,-82.48
33637,FL,PRIMARY,27.95,-82.48
33646,FL,PRIMARY,27.95,-82.45
33647,FL,PRIMARY,27.95,-82.48
33650,FL,PRIMARY,27.95,-82.48
33655,FL,PRIMARY,27.95,-82.48
33660,FL,PRIMARY,27.95,-82.48
33661,FL,PRIMARY,27.95,-82.48
33662,FL,PRIMARY,27.95,-82.48
33663,FL,PRIMARY,27.95,-82.48
33664,FL,PRIMARY,27.95,-82.48
33672,FL,PRIMARY,27.95,-82.48
33673,FL,PRIMARY,27.95,-82.48
33674,FL,PRIMARY,27.95,-82.48
33675,FL,PRIMARY,27.95,-82.48
33677,FL,PRIMARY,27.95,-82.48
33679,FL,PRIMARY,27.95,-82.48
33680,FL,PRIMARY,27.95,-82.48
33681,FL,PRIMARY,27.95,-82.48
33682,FL,PRIMARY,27.95,-82.48
33684,FL,PRIMARY,27.95,-82.48
33685,FL,PRIMARY,27.95,-82.48
33686,FL,PRIMARY,27.95,-82.48
33687,FL,PRIMARY,27.95,-82.48
33688,FL,PRIMARY,27.95,-82.48
33689,FL,PRIMARY,27.95,-82.48
33694,FL,PRIMARY,27.95,-82.48
32777,FL,PRIMARY,28.76,-81.62
34688,FL,PRIMARY,28.14,-82.78
34689,FL,PRIMARY,28.14,-82.78
34690,FL,PRIMARY,28.18,-82.74
34691,FL,PRIMARY,28.18,-82.74
34692,FL,PRIMARY,28.19,-82.74
32778,FL,PRIMARY,28.8,-81.73
34250,FL,PRIMARY,27.58,-82.58
33592,FL,PRIMARY,28.07,-82.3
32780,FL,PRIMARY,28.58,-80.82
32781,FL,PRIMARY,28.58,-80.82
32783,FL,PRIMARY,28.58,-80.82
32796,FL,PRIMARY,28.58,-80.82
33593,FL,PRIMARY,28.44,-82.2
32784,FL,PRIMARY,28.92,-81.66
33594,FL,PRIMARY,27.94,-82.25
33595,FL,PRIMARY,27.94,-82.25
33596,FL,PRIMARY,27.88,-82.24
34284,FL,PRIMARY,27.09,-82.43
34285,FL,PRIMARY,27.09,-82.43
34286,FL,PRIMARY,27.04,-82.19
34287,FL,PRIMARY,27.04,-82.19
34288,FL,PRIMARY,27.04,-82.19
34289,FL,PRIMARY,27.04,-82.19
34290,FL,PRIMARY,27.04,-82.24
34291,FL,PRIMARY,27.17,-82.28
34292,FL,PRIMARY,27.09,-82.43
34293,FL,PRIMARY,27.09,-82.43
33960,FL,PRIMARY,27.06,-81.35
32960,FL,PRIMARY,27.64,-80.39
32961,FL,PRIMARY,27.64,-80.39
32962,FL,PRIMARY,27.64,-80.39
32963,FL,PRIMARY,27.64,-80.39
32964,FL,PRIMARY,27.64,-80.39
32965,FL,PRIMARY,27.64,-80.39
32966,FL,PRIMARY,27.64,-80.39
32967,FL,PRIMARY,27.64,-80.39
32968,FL,PRIMARY,27.64,-80.39
32969,FL,PRIMARY,27.64,-80.39
32970,FL,PRIMARY,27.75,-80.43
33873,FL,PRIMARY,27.54,-81.8
33877,FL,PRIMARY,27.96,-81.61
33597,FL,PRIMARY,28.61,-82.05
32195,FL,PRIMARY,28.98,-81.92
32193,FL,PRIMARY,29.48,-81.66
34785,FL,PRIMARY,28.85,-82.04
33598,FL,PRIMARY,27.71,-82.3
34786,FL,PRIMARY,28.49,-81.53
32971,FL,PRIMARY,27.71,-80.42
34777,FL,PRIMARY,28.56,-81.58
34778,FL,PRIMARY,28.56,-81.58
34787,FL,PRIMARY,28.56,-81.58
33880,FL,PRIMARY,28.04,-81.72
33881,FL,PRIMARY,28.04,-81.72
33882,FL,PRIMARY,28.04,-81.72
33883,FL,PRIMARY,28.04,-81.72
33884,FL,PRIMARY,28.04,-81.72
33885,FL,PRIMARY,28.04,-81.72
33888,FL,PRIMARY,28.04,-81.72
32789,FL,PRIMARY,28.59,-81.34
32790,FL,PRIMARY,28.59,-81.34
32792,FL,PRIMARY,28.59,-81.34
32793,FL,PRIMARY,28.59,-81.34
34797,FL,PRIMARY,28.74,-81.82
32798,FL,PRIMARY,28.73,-81.6
33539,FL,PRIMARY,28.23,-82.17
33540,FL,PRIMARY,28.23,-82.17
33541,FL,PRIMARY,28.23,-82.17
33542,FL,PRIMARY,28.23,-82.17
33543,FL,PRIMARY,28.23,-82.17
33544,FL,PRIMARY,28.23,-82.17
33545,FL,PRIMARY,28.28,-82.29
33890,FL,PRIMARY,27.49,-81.79
36310,AL,PRIMARY,31.56,-85.25
35440,AL,PRIMARY,33.26,-87.16
35005,AL,PRIMARY,33.59,-86.95
35540,AL,PRIMARY,34.19,-87.17
35006,AL,PRIMARY,33.42,-87.19
35441,AL,PRIMARY,32.87,-87.73
35007,AL,PRIMARY,33.22,-86.82
35144,AL,PRIMARY,33.25,-86.79
36720,AL,PRIMARY,32.23,-87.41
35950,AL,PRIMARY,34.26,-86.2
35951,AL,PRIMARY,34.26,-86.2
35010,AL,PRIMARY,32.92,-85.93
35011,AL,PRIMARY,32.92,-85.93
36250,AL,PRIMARY,33.78,-85.9
35442,AL,PRIMARY,33.12,-88.15
35013,AL,PRIMARY,33.9,-86.51
35014,AL,PRIMARY,33.33,-86.18
35015,AL,PRIMARY,33.61,-86.59
35952,AL,PRIMARY,34.03,-86.31
36420,AL,PRIMARY,31.3,-86.48
36421,AL,PRIMARY,31.37,-86.47
35610,AL,PRIMARY,34.91,-87.27
36721,AL,PRIMARY,32.07,-87.56
36201,AL,PRIMARY,33.66,-85.81
36202,AL,PRIMARY,33.66,-85.81
36203,AL,PRIMARY,33.66,-85.81
36204,AL,PRIMARY,33.66,-85.81
36205,AL,PRIMARY,33.66,-85.81
36206,AL,PRIMARY,33.66,-85.81
36207,AL,PRIMARY,33.66,-85.81
35016,AL,PRIMARY,34.32,-86.5
36311,AL,PRIMARY,31.59,-85.71
35541,AL,PRIMARY,34.08,-87.21
36722,AL,PRIMARY,32.07,-87.56
36312,AL,PRIMARY,31.18,-85.23
36251,AL,PRIMARY,33.27,-85.83
35953,AL,PRIMARY,33.83,-86.26
35611,AL,PRIMARY,34.78,-86.95
35612,AL,PRIMARY,34.78,-86.95
35613,AL,PRIMARY,34.78,-86.95
35614,AL,PRIMARY,34.78,-86.95
36502,AL,PRIMARY,31.02,-87.49
36503,AL,PRIMARY,31.02,-87.49
36504,AL,PRIMARY,31.02,-87.49
35954,AL,PRIMARY,34.01,-86.1
36830,AL,PRIMARY,32.59,-85.48
36831,AL,PRIMARY,32.59,-85.48
36832,AL,PRIMARY,32.59,-85.48
36849,AL,PRIMARY,32.6,-85.48
36003,AL,PRIMARY,32.43,-86.65
36505,AL,PRIMARY,30.92,-88.02
35019,AL,PRIMARY,34.26,-86.61
36005,AL,PRIMARY,31.81,-85.83
36061,AL,PRIMARY,31.99,-85.75
35542,AL,PRIMARY,33.7,-87.68
36507,AL,PRIMARY,30.88,-87.77
36509,AL,PRIMARY,30.4,-88.25
35543,AL,PRIMARY,34.26,-87.71
36425,AL,PRIMARY,31.73,-87.2
35544,AL,PRIMARY,33.93,-88.02
35545,AL,PRIMARY,33.64,-87.92
35615,AL,PRIMARY,34.65,-86.82
36313,AL,PRIMARY,31.17,-85.79
35546,AL,PRIMARY,33.66,-87.6
35020,AL,PRIMARY,33.37,-86.96
35021,AL,PRIMARY,33.37,-86.96
35022,AL,PRIMARY,33.37,-86.96
35023,AL,PRIMARY,33.43,-86.99
36006,AL,PRIMARY,32.66,-86.7
35201,AL,PRIMARY,33.52,-86.79
35202,AL,PRIMARY,33.52,-86.79
35203,AL,PRIMARY,33.52,-86.79
35204,AL,PRIMARY,33.52,-86.79
35205,AL,PRIMARY,33.52,-86.79
35206,AL,PRIMARY,33.52,-86.79
35207,AL,PRIMARY,33.52,-86.79
35208,AL,PRIMARY,33.52,-86.79
35209,AL,PRIMARY,33.52,-86.79
35210,AL,PRIMARY,33.52,-86.79
35211,AL,PRIMARY,33.52,-86.79
35212,AL,PRIMARY,33.52,-86.79
35213,AL,PRIMARY,33.52,-86.79
35214,AL,PRIMARY,33.52,-86.79
35215,AL,PRIMARY,33.52,-86.79
35216,AL,PRIMARY,33.52,-86.79
35217,AL,PRIMARY,33.52,-86.79
35218,AL,PRIMARY,33.52,-86.79
35219,AL,PRIMARY,33.52,-86.79
35220,AL,PRIMARY,33.52,-86.79
35221,AL,PRIMARY,33.52,-86.79
35222,AL,PRIMARY,33.52,-86.79
35223,AL,PRIMARY,33.52,-86.79
35224,AL,PRIMARY,33.52,-86.79
35226,AL,PRIMARY,33.52,-86.79
35228,AL,PRIMARY,33.52,-86.79
35229,AL,PRIMARY,33.52,-86.79
35231,AL,PRIMARY,33.52,-86.79
35232,AL,PRIMARY,33.52,-86.79
35233,AL,PRIMARY,33.52,-86.79
35234,AL,PRIMARY,33.52,-86.79
35235,AL,PRIMARY,33.52,-86.79
35236,AL,PRIMARY,33.52,-86.79
35237,AL,PRIMARY,33.52,-86.79
35238,AL,PRIMARY,33.52,-86.79
35242,AL,PRIMARY,33.52,-86.79
35243,AL,PRIMARY,33.52,-86.79
35244,AL,PRIMARY,33.52,-86.79
35246,AL,PRIMARY,33.52,-86.79
35249,AL,PRIMARY,33.52,-86.79
35253,AL,PRIMARY,33.52,-86.79
35254,AL,PRIMARY,33.52,-86.79
35255,AL,PRIMARY,33.52,-86.79
35259,AL,PRIMARY,33.52,-86.79
35260,AL,PRIMARY,33.52,-86.79
35261,AL,PRIMARY,33.52,-86.79
35266,AL,PRIMARY,33.52,-86.79
35282,AL,PRIMARY,33.52,-86.79
35283,AL,PRIMARY,33.52,-86.79
35285,AL,PRIMARY,33.52,-86.79
35287,AL,PRIMARY,33.52,-86.79
35288,AL,PRIMARY,33.52,-86.79
35290,AL,PRIMARY,33.52,-86.79
35291,AL,PRIMARY,33.52,-86.79
35292,AL,PRIMARY,33.52,-86.79
35293,AL,PRIMARY,33.52,-86.79
35294,AL,PRIMARY,33.52,-86.79
35295,AL,PRIMARY,33.52,-86.79
35296,AL,PRIMARY,33.52,-86.79
35297,AL,PRIMARY,33.52,-86.79
35298,AL,PRIMARY,33.52,-86.79
36314,AL,PRIMARY,31,-85.74
35031,AL,PRIMARY,34.08,-86.58
35956,AL,PRIMARY,34.2,-86.15
35957,AL,PRIMARY,34.2,-86.15
35443,AL,PRIMARY,32.75,-88.02
35032,AL,PRIMARY,33.26,-86.33
36511,AL,PRIMARY,30.31,-87.72
36008,AL,PRIMARY,32.47,-86.53
36723,AL,PRIMARY,32.07,-87.28
36009,AL,PRIMARY,31.58,-86.25
35033,AL,PRIMARY,33.95,-87
35034,AL,PRIMARY,32.94,-87.17
36426,AL,PRIMARY,31.11,-87.07
36427,AL,PRIMARY,31.11,-87.07
35740,AL,PRIMARY,34.94,-85.71
35035,AL,PRIMARY,33.06,-86.98
35548,AL,PRIMARY,34.01,-87.77
36429,AL,PRIMARY,31.26,-86.77
35036,AL,PRIMARY,33.63,-86.91
35444,AL,PRIMARY,33.24,-87.32
35741,AL,PRIMARY,34.7,-86.46
36010,AL,PRIMARY,31.71,-85.81
35958,AL,PRIMARY,34.95,-85.64
36512,AL,PRIMARY,31.01,-88.02
35446,AL,PRIMARY,33.25,-87.73
36253,AL,PRIMARY,33.6,-85.95
35040,AL,PRIMARY,33.1,-86.75
36513,AL,PRIMARY,31.15,-88.01
36726,AL,PRIMARY,31.99,-87.29
36727,AL,PRIMARY,31.95,-88.02
36850,AL,PRIMARY,32.8,-85.65
35742,AL,PRIMARY,34.77,-87.01
35549,AL,PRIMARY,33.89,-87.52
35041,AL,PRIMARY,33.64,-86.92
35447,AL,PRIMARY,33.26,-88.09
36432,AL,PRIMARY,31.29,-87.02
36728,AL,PRIMARY,32.18,-87.46
35959,AL,PRIMARY,34.22,-85.59
35960,AL,PRIMARY,34.15,-85.67
35042,AL,PRIMARY,32.95,-87.13
36316,AL,PRIMARY,31.18,-85.87
36015,AL,PRIMARY,31.66,-86.72
36518,AL,PRIMARY,31.46,-88.25
35043,AL,PRIMARY,33.32,-86.63
35616,AL,PRIMARY,34.75,-87.96
35044,AL,PRIMARY,33.27,-86.35
36254,AL,PRIMARY,33.67,-85.83
36521,AL,PRIMARY,30.92,-88.2
36522,AL,PRIMARY,31.09,-88.24
35045,AL,PRIMARY,32.84,-86.62
35046,AL,PRIMARY,32.84,-86.62
35048,AL,PRIMARY,33.7,-86.58
36016,AL,PRIMARY,31.88,-85.45
35049,AL,PRIMARY,33.99,-86.57
35448,AL,PRIMARY,32.93,-87.98
36017,AL,PRIMARY,31.7,-85.61
36317,AL,PRIMARY,31.6,-85.43
35617,AL,PRIMARY,34.95,-87.78
35449,AL,PRIMARY,33.15,-87.36
36523,AL,PRIMARY,30.4,-88.16
36318,AL,PRIMARY,31.16,-85.9
36524,AL,PRIMARY,31.76,-88.08
35452,AL,PRIMARY,33.28,-87.67
35961,AL,PRIMARY,34.26,-85.86
36319,AL,PRIMARY,31.29,-85.11
35051,AL,PRIMARY,33.17,-86.6
35052,AL,PRIMARY,33.59,-86.36
36020,AL,PRIMARY,32.49,-86.33
35550,AL,PRIMARY,33.76,-87.19
35453,AL,PRIMARY,33.16,-87.36
36851,AL,PRIMARY,32.13,-85.14
36859,AL,PRIMARY,32.16,-85.12
36320,AL,PRIMARY,31.05,-85.3
35618,AL,PRIMARY,34.66,-87.31
36321,AL,PRIMARY,31.19,-85.3
36435,AL,PRIMARY,31.89,-87.46
36255,AL,PRIMARY,33.21,-85.69
35053,AL,PRIMARY,34.07,-87.05
36525,AL,PRIMARY,30.89,-88
35054,AL,PRIMARY,33.45,-86.34
35962,AL,PRIMARY,34.28,-85.99
35055,AL,PRIMARY,34.17,-86.83
35056,AL,PRIMARY,34.17,-86.83
35057,AL,PRIMARY,34.17,-86.83
35058,AL,PRIMARY,34.17,-86.83
36852,AL,PRIMARY,32.75,-85.23
36853,AL,PRIMARY,32.83,-85.76
36322,AL,PRIMARY,31.3,-85.71
36362,AL,PRIMARY,31.34,-85.71
35619,AL,PRIMARY,34.39,-87.12
36526,AL,PRIMARY,30.62,-87.89
36527,AL,PRIMARY,30.67,-87.88
36577,AL,PRIMARY,30.67,-87.88
36528,AL,PRIMARY,30.25,-88.11
36256,AL,PRIMARY,33.05,-85.63
35963,AL,PRIMARY,34.35,-85.92
36257,AL,PRIMARY,33.67,-85.83
36022,AL,PRIMARY,32.62,-86.4
35601,AL,PRIMARY,34.57,-86.98
35602,AL,PRIMARY,34.57,-86.98
35603,AL,PRIMARY,34.57,-86.98
35609,AL,PRIMARY,34.57,-86.98
35699,AL,PRIMARY,34.57,-86.98
36529,AL,PRIMARY,31.21,-88.31
35551,AL,PRIMARY,34.17,-87.61
36258,AL,PRIMARY,33.45,-85.68
36732,AL,PRIMARY,32.5,-87.83
35552,AL,PRIMARY,34.02,-88.16
36736,AL,PRIMARY,32.05,-87.72
35060,AL,PRIMARY,33.56,-86.89
35061,AL,PRIMARY,33.47,-86.94
35038,AL,PRIMARY,33.6,-87.14
35062,AL,PRIMARY,33.73,-87.08
36301,AL,PRIMARY,31.23,-85.4
36302,AL,PRIMARY,31.23,-85.4
36303,AL,PRIMARY,31.23,-85.4
36304,AL,PRIMARY,31.23,-85.4
36305,AL,PRIMARY,31.23,-85.4
35553,AL,PRIMARY,34.14,-87.4
35964,AL,PRIMARY,34.17,-86.32
36028,AL,PRIMARY,31.5,-86.37
35456,AL,PRIMARY,33.06,-87.42
35744,AL,PRIMARY,34.6,-85.91
36260,AL,PRIMARY,33.6,-85.97
35457,AL,PRIMARY,33.32,-87.81
36024,AL,PRIMARY,32.63,-86.03
36261,AL,PRIMARY,33.7,-85.5
36323,AL,PRIMARY,31.41,-86.07
36530,AL,PRIMARY,30.41,-87.6
35554,AL,PRIMARY,33.92,-87.61
35620,AL,PRIMARY,34.92,-86.97
36025,AL,PRIMARY,32.53,-86.31
35458,AL,PRIMARY,33.36,-87.8
35459,AL,PRIMARY,32.72,-88.31
35063,AL,PRIMARY,33.84,-87.01
36330,AL,PRIMARY,31.32,-85.84
36331,AL,PRIMARY,31.32,-85.84
35460,AL,PRIMARY,32.69,-88.12
36026,AL,PRIMARY,32.8,-86.11
35745,AL,PRIMARY,34.91,-86.2
35461,AL,PRIMARY,33.41,-88.21
36027,AL,PRIMARY,31.9,-85.15
36072,AL,PRIMARY,31.9,-85.15
35462,AL,PRIMARY,32.84,-87.89
35621,AL,PRIMARY,34.33,-86.75
36401,AL,PRIMARY,31.43,-86.95
36439,AL,PRIMARY,31.42,-87.34
35064,AL,PRIMARY,33.47,-86.91
36532,AL,PRIMARY,30.51,-87.88
36533,AL,PRIMARY,30.51,-87.88
35622,AL,PRIMARY,34.37,-86.9
36738,AL,PRIMARY,32.45,-87.59
35555,AL,PRIMARY,33.69,-87.83
36029,AL,PRIMARY,32.17,-85.9
36855,AL,PRIMARY,33.01,-85.35
35966,AL,PRIMARY,34.8,-85.73
36441,AL,PRIMARY,31.01,-87.25
36442,AL,PRIMARY,31.02,-86.3
35630,AL,PRIMARY,34.82,-87.66
35631,AL,PRIMARY,34.82,-87.66
35632,AL,PRIMARY,34.82,-87.66
35633,AL,PRIMARY,34.82,-87.66
35634,AL,PRIMARY,34.82,-87.66
36535,AL,PRIMARY,30.4,-87.68
36536,AL,PRIMARY,30.4,-87.68
36030,AL,PRIMARY,31.86,-86.84
36740,AL,PRIMARY,32.64,-87.86
36031,AL,PRIMARY,32.29,-85.73
36032,AL,PRIMARY,31.98,-86.57
36856,AL,PRIMARY,32.38,-85.1
35967,AL,PRIMARY,34.45,-85.69
35968,AL,PRIMARY,34.45,-85.69
35463,AL,PRIMARY,33.12,-87.72
36444,AL,PRIMARY,31.71,-87.41
36538,AL,PRIMARY,31.64,-88.14
36445,AL,PRIMARY,31.43,-87.4
36539,AL,PRIMARY,31.34,-88.41
36262,AL,PRIMARY,33.73,-85.43
36436,AL,PRIMARY,31.76,-87.71
36446,AL,PRIMARY,31.78,-87.72
35068,AL,PRIMARY,33.61,-86.8
36741,AL,PRIMARY,32,-86.96
35971,AL,PRIMARY,34.45,-85.9
35901,AL,PRIMARY,34.01,-86.01
35902,AL,PRIMARY,34.01,-86.01
35903,AL,PRIMARY,34.01,-86.01
35904,AL,PRIMARY,34.01,-86.01
35905,AL,PRIMARY,34.01,-86.01
35906,AL,PRIMARY,33.92,-86.08
35907,AL,PRIMARY,34.01,-86.01
36540,AL,PRIMARY,31.44,-87.69
35464,AL,PRIMARY,32.81,-88.15
35972,AL,PRIMARY,33.99,-86.22
36742,AL,PRIMARY,32.54,-87.7
36038,AL,PRIMARY,31.4,-86.48
35070,AL,PRIMARY,34.01,-86.75
35071,AL,PRIMARY,33.66,-86.8
35973,AL,PRIMARY,34.26,-85.55
36340,AL,PRIMARY,31.03,-85.87
36033,AL,PRIMARY,31.63,-86.74
35974,AL,PRIMARY,34.36,-86
35559,AL,PRIMARY,33.88,-87.74
36034,AL,PRIMARY,31.66,-86.17
35560,AL,PRIMARY,33.67,-87.23
35072,AL,PRIMARY,33.06,-86.05
35466,AL,PRIMARY,33.32,-87.9
36343,AL,PRIMARY,31.14,-85.09
36035,AL,PRIMARY,31.71,-86.12
36036,AL,PRIMARY,32.01,-86.11
36263,AL,PRIMARY,33.46,-85.33
36541,AL,PRIMARY,30.47,-88.34
35747,AL,PRIMARY,34.51,-86.25
35073,AL,PRIMARY,33.62,-86.96
35074,AL,PRIMARY,33.21,-87.14
36744,AL,PRIMARY,32.7,-87.59
36037,AL,PRIMARY,31.82,-86.62
36451,AL,PRIMARY,31.7,-87.77
35975,AL,PRIMARY,34.43,-86.04
35563,AL,PRIMARY,33.96,-87.91
36542,AL,PRIMARY,30.27,-87.7
36547,AL,PRIMARY,30.27,-87.7
35976,AL,PRIMARY,34.35,-86.27
35748,AL,PRIMARY,34.7,-86.37
35564,AL,PRIMARY,34.27,-87.83
35565,AL,PRIMARY,34.23,-87.61
35570,AL,PRIMARY,34.14,-87.98
35077,AL,PRIMARY,34.06,-86.76
36039,AL,PRIMARY,32.3,-85.87
35078,AL,PRIMARY,33.34,-86.43
36344,AL,PRIMARY,31.1,-85.69
35640,AL,PRIMARY,34.43,-86.93
35749,AL,PRIMARY,34.85,-86.74
36858,AL,PRIMARY,32.28,-85.3
35079,AL,PRIMARY,33.89,-86.75
36040,AL,PRIMARY,32.18,-86.57
35750,AL,PRIMARY,34.92,-86.56
36345,AL,PRIMARY,31.35,-85.34
36264,AL,PRIMARY,33.64,-85.58
35080,AL,PRIMARY,33.28,-86.85
35978,AL,PRIMARY,34.63,-85.73
35979,AL,PRIMARY,34.88,-85.63
36041,AL,PRIMARY,31.95,-86.31
35643,AL,PRIMARY,34.63,-87.18
35571,AL,PRIMARY,34.32,-87.92
35082,AL,PRIMARY,33.18,-86.09
35083,AL,PRIMARY,34.17,-86.61
35751,AL,PRIMARY,34.79,-86.25
35752,AL,PRIMARY,34.71,-85.96
36042,AL,PRIMARY,31.85,-86.4
36043,AL,PRIMARY,32.21,-86.4
35980,AL,PRIMARY,34.18,-86.32
35572,AL,PRIMARY,34.12,-87.25
35801,AL,PRIMARY,34.7,-86.62
35802,AL,PRIMARY,34.7,-86.62
35803,AL,PRIMARY,34.7,-86.62
35804,AL,PRIMARY,34.7,-86.62
35805,AL,PRIMARY,34.7,-86.62
35806,AL,PRIMARY,34.7,-86.62
35807,AL,PRIMARY,34.7,-86.62
35808,AL,PRIMARY,34.7,-86.62
35809,AL,PRIMARY,34.7,-86.62
35810,AL,PRIMARY,34.7,-86.62
35811,AL,PRIMARY,34.7,-86.62
35812,AL,PRIMARY,34.7,-86.62
35813,AL,PRIMARY,34.7,-86.62
35814,AL,PRIMARY,34.7,-86.62
35815,AL,PRIMARY,34.7,-86.62
35816,AL,PRIMARY,34.7,-86.62
35824,AL,PRIMARY,34.7,-86.62
35893,AL,PRIMARY,34.7,-86.62
35894,AL,PRIMARY,34.7,-86.62
35895,AL,PRIMARY,34.7,-86.62
35896,AL,PRIMARY,34.7,-86.62
35897,AL,PRIMARY,34.7,-86.62
35898,AL,PRIMARY,34.7,-86.62
35899,AL,PRIMARY,34.7,-86.62
36860,AL,PRIMARY,32.23,-85.41
36543,AL,PRIMARY,31.21,-87.46
35981,AL,PRIMARY,34.7,-85.66
36544,AL,PRIMARY,30.5,-88.23
36346,AL,PRIMARY,31.57,-85.99
36515,AL,PRIMARY,31.34,-87.84
36545,AL,PRIMARY,31.53,-87.89
36861,AL,PRIMARY,32.9,-85.83
36265,AL,PRIMARY,33.81,-85.76
35501,AL,PRIMARY,33.85,-87.27
35502,AL,PRIMARY,33.85,-87.27
35503,AL,PRIMARY,33.85,-87.27
35504,AL,PRIMARY,33.85,-87.27
36745,AL,PRIMARY,32.38,-87.89
35085,AL,PRIMARY,32.96,-86.74
36749,AL,PRIMARY,32.6,-86.88
35087,AL,PRIMARY,34.27,-86.54
35573,AL,PRIMARY,33.9,-87.55
35468,AL,PRIMARY,33.31,-87.32
35089,AL,PRIMARY,32.97,-86.09
35574,AL,PRIMARY,33.58,-87.98
35645,AL,PRIMARY,34.86,-87.52
35091,AL,PRIMARY,33.76,-86.8
36453,AL,PRIMARY,31.21,-86.16
35754,AL,PRIMARY,34.48,-86.62
36862,AL,PRIMARY,32.89,-85.4
36863,AL,PRIMARY,32.86,-85.2
35755,AL,PRIMARY,34.53,-86.09
36046,AL,PRIMARY,31.98,-86.27
36793,AL,PRIMARY,32.86,-86.96
35094,AL,PRIMARY,33.54,-86.56
35983,AL,PRIMARY,34.17,-85.76
